dataset,method,repeat,tstr_f1,trtr_f1,utility_gap_abs
Breast Cancer,GMM,9,0.9649368863955119,0.9696248109727529,0.004687924577240987
Breast Cancer,GMM,10,0.9663865546218487,0.9679932432166384,0.0016066885947896292
Breast Cancer,GMM,11,0.9678321678321679,0.9708713059980912,0.003039138165923383
Breast Cancer,GMM,12,0.9663865546218487,0.9664538468160264,6.729219417767052e-05
Breast Cancer,GMM,13,0.9678321678321679,0.9679659653137277,0.00013379748155983862
Breast Cancer,GMM,14,0.9620253164556962,0.9707574934276237,0.008732176971927519
Breast Cancer,GMM,15,0.9649368863955119,0.9705158896269095,0.005579003231397595
Breast Cancer,GMM,16,0.9663865546218487,0.9705801880897432,0.004193633467894475
Breast Cancer,GMM,17,0.9662921348314607,0.9677908494049359,0.0014987145734751683
Breast Cancer,GMM,18,0.9678321678321679,0.9708620689655172,0.003029901133349333
Breast Cancer,GMM,19,0.9678321678321679,0.9666815530600982,0.0011506147720696802
Diabetes,GMM,0,0.6293103448275862,0.6359960861930593,0.0066857413654730635
Diabetes,GMM,1,0.6324786324786325,0.6296346279644762,0.0028440045141562287
Diabetes,GMM,2,0.6266094420600858,0.6210862729012853,0.005523169158800578
Diabetes,GMM,3,0.6282051282051282,0.6451070392839708,0.016901911078842646
Diabetes,GMM,4,0.635593220338983,0.6362267885082725,0.0006335681692895001
Diabetes,GMM,5,0.6336206896551724,0.6255585478845398,0.00806214177063258
Diabetes,GMM,6,0.6177105831533477,0.6435508539302139,0.025840270776866237
Diabetes,GMM,7,0.6297872340425532,0.6159927967683466,0.013794437274206595
Diabetes,GMM,8,0.6186440677966102,0.649232335415272,0.030588267618661846
Diabetes,GMM,9,0.6277056277056277,0.6348353685070081,0.007129740801380402
Diabetes,GMM,10,0.6242038216560509,0.6365191768940761,0.012315355238025183
Diabetes,GMM,11,0.6396588486140725,0.6275005117364929,0.012158336877579612
Diabetes,GMM,12,0.630901287553648,0.6172505397693369,0.01365074778431119
Diabetes,GMM,13,0.6290672451193059,0.6337125422251281,0.004645297105822177
Diabetes,GMM,14,0.6252676659528907,0.6279664995529702,0.0026988336000794977
Diabetes,GMM,15,0.6252676659528907,0.6291838540516805,0.003916188098789797
Diabetes,GMM,16,0.6284501061571125,0.6008207399687338,0.027629366188378746
Diabetes,GMM,17,0.6282051282051282,0.6181328578875844,0.010072270317543763
Diabetes,GMM,18,0.6266094420600858,0.6274351146454851,0.0008256725853992286
Diabetes,GMM,19,0.6209850107066381,0.6365643879667371,0.015579377260098948
